Date,GDP,CPI,inflation,housing,federal_funds,bank_loan,employment_rate,unemployment_rate,consumer_confidence,bonds_price,mortgage_rates,public_debt,total_debt,debt,bonds_issued,IRS Tax,bonds_sentiment,economy_sentiment,housing_market_sentiment,taxes_sentiment,loans_sentiment,interest_rates_sentiment,recession_sentiment,unemployment_sentiment,inflation_sentiment
2022-05-04,,,,,,,,,,438.56,,23900000000000.0,30400000000000.0,30400000000000.0,,34035610159.42857,0.5853592435953363,0.571087801226582,0.7370469087750018,0.551120894675698,0.7642044685933663,0.39972882859549647,0.18996278208587639,0.3931705782230098,
2022-05-05,,,,,,,,,,435.59,5.27,23800000000000.0,30400000000000.0,30400000000000.0,,29525472410.285713,0.47429028980943394,0.5319829524273688,0.7261243054011359,0.5563240649219788,0.7445646572449887,0.38906675230531174,0.13690945431054607,0.4691132082439674,
2022-05-06,,,,,,,,,,433.96,,23800000000000.0,30400000000000.0,30400000000000.0,,27635715367.42857,0.5877982498781336,0.5549273218984501,0.6801106564163649,0.6213793555619977,0.8284567420094987,0.36574992788879196,0.16122680962477298,0.5488418935987428,
2022-05-07,,,,,,,,,,,,,,,,,0.5408410331239101,0.546284283289341,0.8300441459089622,0.5792330845949459,0.8278009133847276,0.4040345642754558,0.19469089167522094,0.4536655649657969,
2022-05-08,,,,,,,,,,,,,,,,,0.6085516557007925,0.5699182828617764,0.8028462701672198,0.5164212817534295,0.8378077192176889,0.3939710130365561,0.15867522675335924,0.3962654753372275,
2022-05-09,,,,,,,,,,436.0,,23800000000000.0,30400000000000.0,30400000000000.0,,28195144776.57143,0.4962906537909953,0.5311697005367036,0.6076487949371737,0.5695057011270672,0.8026399123659536,0.4320107718843856,0.1651390051780008,0.50966082299559,
2022-05-10,,,,,,,,,,436.75,,23800000000000.0,30400000000000.0,30400000000000.0,,25049864283.714287,0.5627805382693416,0.5974535308857285,0.6342282881269093,0.5612120161480083,0.8237441641093802,0.38269308065483154,0.1462573522417903,0.3948055701941844,
2022-05-11,,,,,,,,,,438.44,,23800000000000.0,30400000000000.0,30400000000000.0,,18811944431.285713,0.5157199449489992,0.5041263562607569,0.5947203434693655,0.6052491770455815,0.8710916674453165,0.41176956338845133,0.14443667065950092,0.4391656284071905,
2022-05-12,,,,,,,,,,439.05,5.3,23800000000000.0,30400000000000.0,30400000000000.0,,15296546489.428572,0.5362347102281564,0.5157198269661613,0.5513320007313727,0.5979892056319192,0.8793659676603487,0.30781048144249007,0.13951958556150365,0.4165053548085613,
2022-05-13,,,,,,,,,,437.46,,23800000000000.0,30400000000000.0,30400000000000.0,,14455238100.0,0.5469275358432727,0.5339722277101767,0.5362931708555109,0.5581790231733373,0.8037816066587027,0.3200791983530634,0.1680187880356516,0.4304861852404853,
2022-05-14,,,,,,,,,,,,,,,,,0.6115457018333371,0.5165123613706543,0.4767135486625793,0.5275672157056182,0.8409426790386079,0.388515601957714,0.1332061213522899,0.38070207903757575,
2022-05-15,,,,,,,,,,,,,,,,,0.5626005947416791,0.5242361692059222,0.5298825750721045,0.6510269613325004,0.8124378017304584,0.36126316777126743,0.15775443964843813,0.40024901109297445,
2022-05-16,,,,,,,,,,438.14,,23900000000000.0,30400000000000.0,30400000000000.0,,19002740115.42857,0.5979700010950484,0.5119965298344574,0.6414379990927574,0.6232139612190271,0.8117767551117621,0.39799725722680146,0.17521567791436635,0.3701292512495534,
2022-05-17,,,,,,,,,,435.94,,23900000000000.0,30400000000000.0,30400000000000.0,,17677974434.285713,0.6552910576577022,0.5356103588962218,0.6198220875084739,0.5585058610852363,0.8268744504512647,0.3669595254499855,0.15559278185601774,0.4450531071825522,
2022-05-18,,,,,,,,,,438.08,,23900000000000.0,30400000000000.0,30400000000000.0,,16167427178.857143,0.5362378726269416,0.47753970816822616,0.7391665085883955,0.6016581050958754,0.8701113535381076,0.34396347884023637,0.11370756527895196,0.4328604610990071,
2022-05-19,,,,,,,,,,438.91,5.25,23800000000000.0,30400000000000.0,30400000000000.0,,15764148137.428572,0.5762286338145614,0.5149934611212157,0.6614514158577912,0.6375678498954828,0.7783329089424821,0.44744152213258054,0.17545256230025663,0.4215520461539044,
2022-05-20,,,,,,,,,,440.26,,23800000000000.0,30400000000000.0,30400000000000.0,,14612166628.571428,0.5692231233792255,0.5158504405590121,0.6940403220314147,0.5790971294626988,0.819081300060295,0.5282105215056144,0.18230191347716476,0.405408343770997,
